Impact ID,Title,Post Date,Start Date,End Date,Description,Categories,Places,
29237,"Hard, dry ground causing problems for producer installing fences; mesquite and locust trees affected in Navarro County, Texas",07/12/2013,07/10/2013,07/10/2013,"I use rotational grazing with electric fences. In trying to put the step-in posts down I have to look for either a crack in the ground or use a hammer to drive it in. Normally you step on it and shift a little weight.Cracks are becoming more numerous, wider and deeper. Even the mesquite is showing the effects with lots of dead limbs. Loosing locust trees as well (not a bad thing).CoCoRaHS Report from Station #Blooming Grove 2.4 SW on 7/10/2013","Agriculture, Plants & Wildlife","Navarro County, TX",
29261,High demand for well drilling in the Rio Grande Valley of Texas,07/17/2013,07/04/2013, ,"Low irrigation supplies led more farmers in the Rio Grande Valley to have wells drilled on their land.  One sod farmer refers to the two wells he had drilled as “insurance.”  The wells cost more than $30,000 and each produce about 200 gallons per minute.  A well driller from McAllen said that he has a lot of customers wanting to have wells drilled since irrigation supplies are not satisfying people’s water needs.  In other cases, people want to water their lawns, but municipal water is expensive.  KRGV.com reported that the Texas Department of Licensing and Regulation listed more than 2,000 wells as being registered in the Valley.  KRGV-TV Channel 5 Weslaco (Texas), July 4, 2013","Agriculture, Business & Industry, Water Supply & Quality","Hidalgo County, TX",
29249,"Burn ban in the unincorporated parts of Travis County, Texas",07/16/2013,07/02/2013,07/30/2013,"Travis County Commissioners Court approved a burn ban in the unincorporated parts of the county, due to drought and the elevated fire danger.  The ban was not related to the use of fireworks and remained in effect through July 30.  The Travis County fire marshal urged people to attend a public fireworks display and to forgo private fireworks in the interest of safety.","Fire, Relief, Response & Restrictions","Travis County, TX",
29110,"Grasshopper population booming in Navarro, Henderson and Lampasas counties in Texas",07/03/2013,07/01/2013, ,"Dry conditions in July through the fall of 2012 led to an increase in the grasshopper population in June 2013, stated an AgriLife Extension entomologist in Dallas.  During the July through the fall period, grasshoppers put their eggs half an inch to two inches below the soil surface.  Moisture encourages the growth of fungus and other diseases, which limit the eggs’ survival, so during dry times, as in 2012, the eggs survive, leading to a healthy grasshopper population the following summer.  AgriLife Extension agents verified the presence of abundant grasshoppers in Navarro, Henderson and Lampasas counties.  Grasshoppers are affecting hay production in Navarro County.  Abilene Reporter-News (Texas), June 30, 2013","Agriculture, Plants & Wildlife","Brazos County, TX, Henderson County, TX, Lampasas County, TX, Navarro County, TX",
31609,Stage 1 drought restrictions end for Tarrant Regional Water District in Texas,05/14/2015,06/30/2013,05/18/2015,"Stage 1 drought restrictions ended for the Tarrant Regional Water District on May 18 after being enacted nearly two years prior.  Recent rainfall brought the levels of the Richland-Chambers and Cedar Creek reservoirs to more than 100 percent of capacity; Eagle Mountain Lake was full and its floodgates were open slightly to  send water downstream to Lake Worth, which was at 84 percent of capacity, according to the water district’s community and government relations director.  The stage 1 drought restrictions took effect in June 2013 and could not end until the lake levels rose to 95 percent of capacity.Fort Worth Star-Telegram (Texas), May 12, 2015","Relief, Response & Restrictions, Water Supply & Quality","Denton County, TX, Ellis County, TX, Freestone County, TX, Henderson County, TX, Jack County, TX, Johnson County, TX, Navarro County, TX, Parker County, TX, Tarrant County, TX, Wise County, TX",
28997,"Burn ban in Ector County, Texas",06/26/2013,06/24/2013,10/27/2013,"Ector County commissioners extended the current burn ban, which took effect on June 24, by another 30 days because the Keetch-Byram Drought Index was 654 on Sept. 23.  Odessa American (Texas), Sept. 23, 2013 and Oct. 27, 2013Ector County commissioners adopted a burn ban for the county as the Keetch-Byram Drought Index (KBDI) rose to an average of 574, where a minimum KBDI value of zero represents very moist conditions and a maximum value of 800 indicates the driest conditions.  The sale and use of fireworks is unaffected by the burn ban.  Odessa American (Texas), June 24, 2013","Fire, Relief, Response & Restrictions","Ector County, TX",
29090,"Producer cannot fertilize hay meadows because of lack of rain; grass for cattle going fast in Victoria County, Texas",07/01/2013,06/22/2013,06/22/2013,"Still no rain, 9.00 in. below normal. Heat is almost not bearable around 2:00 pm. Grass for cattle is going fast. Have not fertilized hay meadows this year because of no rain. May be just as well, it would not have paid off without water. To the east, Houston area and beyond, good rains; to the north, San Antonio area last week got downpours, also to the west, Corpus Christi area last week got good rains, maybe not enough. I guess the old saying, we will get it when we need it, will have to be good enough for now.CoCoRaHS Report from Station #Inez 1.1 SSE on 6/22/2013",Agriculture,"Victoria County, TX, Inez, TX",
29035,Zebral mussel encroachment reported in 2 Tarrant County (Texas) lakes; water restrictions reported in some cities,06/27/2013,06/21/2013,06/21/2013,"Yard grass/pasture have greened and are actively growing. Ground cracks have filled in except for the widest ones. All this noted after nice rains on 6/9-10 and 6/18. Mowing the yard weekly again, and the pasture needs it again to  prevent weeds and mesquites. Keeping pasture borders mowed low although fire danger is not great now.Tarrant County lakes remain low by 3 or more feet, with Bridgeport reported at -18 feet. Reports of zebra mussel encroachment in 2 lakes to the north affect municipal water supplies. Haslet is in Stage 1 Water Restrictions, but other cities are already in Stage 3.CoCoRaHS Report from Station #Haslet 2.2 S on 6/21/2013","Relief, Response & Restrictions, Water Supply & Quality","Tarrant County, TX, Haslet, TX",
29439,"Loose livestock causing problems in DeWitt County, Texas",08/23/2013,06/20/2013,08/20/2013,"Loose livestock have taken up more than 150 hours of sheriff’s deputies’ time during the last two months as the animals amble to roadways to graze.  Precipitation runs off of roads, greening up the vegetation along the roads, which draws livestock.  A number of accidents involving livestock has been reported in recent months, but another problem with the livestock is the high volume of phone calls about loose livestock that keeps deputies from other responsibilities.  KAVU & KUNU-TV Crossroads (Texas), Aug. 20, 2013","Agriculture, Plants & Wildlife, Society & Public Health","DeWitt County, TX",
28914,Second year of drastically limited water supplies for rice farmers along the Lower Colorado River in Texas resulted in 30 percent reduction in rice acres,06/21/2013,06/19/2013,12/31/2013,"The second year of drastically limited water supplies for rice farmers along the Lower Colorado River and cooler temperatures have resulted in a 30 percent reduction in rice acres in Texas, according to Dr. Ted Wilson with the Texas AgriLife Research Center in Beaumont.  About 10 percent of the crop has shown grain development, whereas last year at the time, 19 percent of the crop was developing grains.  The cost of rice will increase in grocery stores since rice production is down.  The lack of irrigation water pushed some rice farmers out of the business, while others have decided to try growing soybeans for the first time.  Texas Public Radio (San Antonio, Texas), June 19, 2013","Agriculture, Relief, Response & Restrictions, Water Supply & Quality","Colorado County, TX, Matagorda County, TX, Wharton County, TX",
28977,"Low water levels causing bad smell in drinking water in Montague County, Texas",06/25/2013,06/12/2013,06/12/2013,We have had some good rains lately but still not enough to get the lake in Montague County where it needs to be or even close. The drinking water has a bad smell due to the low level. With the temps. being so high there is still a threat of grass fires.CoCoRaHS Report from Station #Bowie 0.5 WSW on 6/12/2013,"Society & Public Health, Water Supply & Quality","Montague County, TX, Bowie, TX",
28774,"Wheat in poor condition in Childress County, Texas; eastern Colorado and Dakotas",06/12/2013,06/11/2013, ,"Wheat in Childress County, Texas was in such poor condition that much of it was grazed or baled, stated a custom harvester from Goodland, Kansas who has been in the business for 23 years.  This was one of the worst years for the area with yields of 5 to 10 bushels per acre.  He also noted that eastern Colorado did not get a good stand and the Dakotas did not have enough moisture to germinate their winter wheat.  Salina Journal & Salina.com (Kan.), June 11, 2013",Agriculture,"Baca County, CO, Bent County, CO, Cheyenne County, CO, Crowley County, CO, Kiowa County, CO, Kit Carson County, CO, Las Animas County, CO, Lincoln County, CO, Logan County, CO, Morgan County, CO, Otero County, CO, Phillips County, CO, Prowers County, CO, Sedgwick County, CO, Washington County, CO, Yuma County, CO, North Dakota, South Dakota, Childress County, TX",
28773,"Some fireworks banned in Ector County, Texas",06/12/2013,06/10/2013,07/04/2013,"Rockets with sticks and missiles with fins were banned during the Fourth of July holiday in Ector County on June 10 by Ector County commissioners.  Although commissioners discussed a burn ban, consensus was that a ban was not needed.  Odessa American (Texas), June 11, 2013","Fire, Relief, Response & Restrictions","Ector County, TX",
28689,"Cutbacks in deliveries from Rio Grande River for farmers in El Paso, County, Texas and Mexico",06/07/2013,06/07/2013, ,"Farmers receiving water from the El Paso County Water Improvement District No. 1 will receive a record low allotment of 6 acre-inches, according to the general manager.  The El Paso Improvement Water District No. 1 usually gets 370,000 acre-feet from the Rio Grande, but will get only 60,000 acre-feet in 2013.  El Paso Water Utilities usually gets 60,000 acre-feet, but will get just 6,448 acre-feet this year.  Juárez irrigators in Mexico normally receive 60,000 acre-feet, but will get a meager 3,300 acre-feet in 2013.  Drought prompted El Paso Water Utilities to drill new wells, upgrade existing wells, build new pipelines to transfer water more efficiently from its well fields and boost production at the desalination plant.  The Elephant Butte reservoir in Sierra County, New Mexico holds just over 10 percent of capacity with 235,000 acre-feet in storage.  The water level is 92 feet below the dam spillway.  El Paso Times (Texas), June 7, 2013","Agriculture, Relief, Response & Restrictions, Water Supply & Quality","Dona Ana County, NM, Sierra County, NM, El Paso County, TX",
28700,Drought reduced carrying capacity on ranch in Texas Panhandle,06/07/2013,06/07/2013, ,"Drought has forced the JA Ranch to destock to protect the pastures and will force them to cull more cattle if drought continues.  Calves weigh 100 to 150 pounds, which is less than normal.  AgWeb.com (Mexico, Mo.), June 7, 2013","Agriculture, Plants & Wildlife","Armstrong County, TX",
28624,"County judge in El Paso County, Texas seeking ban on all fireworks through the Fourth of July",06/04/2013,06/03/2013, ,"Drought and the elevated fire danger led County Judge Escobar to make a declaration of local disaster, valid for one week, and to request that county commissioners prohibit the sale and use of all fireworks in the unincorporated parts of El Paso County.  The governor and the El Paso Commissioners Court must approve the disaster declaration to extend it through July 5.  ""Part of our challenge is that the drought has been ongoing for El Paso. It's not like we had a relief. We have had year after year of drought, the situation gets more severe as more time passes,"" said the county judge.  The Texas A&M Forest Service found the Keetch-Byram Drought Index to be 730 in El Paso and expects the KBDI to rise to 737 in the next two weeks.  If the disaster declaration is extended, this would be the third year that fireworks have been banned in unincorporated parts of El Paso County.  The area manager of TNT Fireworks opposes the potential fireworks ban, saying that the fireworks industry has lost millions of dollars in sales because the county has not allowed fireworks in unincorporated parts of the county in recent years, and has forced him personally to find other sources of income.  El Paso Times (Texas), June 2, 2013","Fire, Relief, Response & Restrictions, Society & Public Health","El Paso County, TX, El Paso, TX",
29205,"Lavaca County, Texas, lowered water table, dry pastures, reduced hay yield",07/10/2013,06/01/2013,06/28/2013,"I run a small plant nursery and daily watering of everything is taking its toll on our well. Water table seems to have dropped. We have never really recovered from the drought of several years ago. We had some spring rain this year, but not enough to really soak the soil or fill local wells and tanks. Now that we have had no rain for just several weeks, the pastures are crisp and dry. Local farmers harvested one, at the most two, cuts of hay this season.  CoCoRaHS Report from Station #Hallettsville 8.0 N on 6/28/2013","Agriculture, Plants & Wildlife, Water Supply & Quality","Lavaca County, TX",
29355,"Temporary pumps in use, outdoor watering prohibited around White River Lake in Texas",07/31/2013,05/31/2013,07/24/2013,"Two temporary floating pumps are pulling water out of White River Lake and sending it to the treatment plant on the lake’s shore since the permanent pumps cannot be used with the lake so low.  In May, the White River Lake district imposed severe watering restrictions that prohibited outdoor watering.  White River Lake provides water for about 10,000 people.  GO San Angelo/San Angelo Standard Times (Texas), July 24, 2013","Relief, Response & Restrictions, Water Supply & Quality","Crosby County, TX",
28599,"Hudspeth County, Texas, early sale of livestock, insufficient food for livestock",05/30/2013,05/28/2013,05/28/2013,.063 Total rain so far this year!  Grass is dying out in places!  Fewer mesquite beans this year.  Sage brush is still trying to grow.  Livestock has been moved to market and remainder having to be supplemented more than usual.  Deer herd has moved into alfalfa field to survive.  CoCoRaHS Report from Station #Salt Flat 10.7 NE on 5/28/2013,"Agriculture, Plants & Wildlife","Hudspeth County, TX",
28593,"Farmers in Hidalgo County, Texas selling their farmland due to drought, meager water supplies",05/29/2013,05/28/2013, ,"Farmers in Hidalgo County have resorted to selling their agricultural land because the drought and meager water supplies make it nearly impossible to turn a profit.  A real estate broker noted that many farmers were putting their land up for sale and some were putting the money into certificates of deposit at the bank because the interest earned is comparable to profits from farming.  A farmer selling agricultural land near Mercedes commented on how difficult it will be to sell land he farmed for a long time.  KRGV-TV Channel 5 Weslaco (Texas), May 28, 2013","Agriculture, Society & Public Health","Hidalgo County, TX",
28608,"Burn ban in Wichita County, Texas",05/30/2013,05/28/2013, ,"Wichita County commissioners instituted a burn ban on May 28 because the Keetch-Byram Drought Index is high; fuel for wildfires is abundant; winds are strong; and water supplies for firefighting are dwindling.  Outdoor burning is banned in unincorporated parts of the county.  Wichita Falls Times Record News (Texas), May 29, 2013","Fire, Relief, Response & Restrictions","Wichita County, TX",
28513,"Aerial fireworks banned in El Paso County, Texas",05/22/2013,05/20/2013, ,"El Paso County Commissioners banned the sale and use of aerial fireworks in unincorporated parts of the county, due to the drought and high fire danger.  The county judge plans to request a total ban on fireworks on June 3.  El Paso Times (Texas), May 21, 2013","Fire, Relief, Response & Restrictions","El Paso County, TX",
28481,"Grass growing on the exposed bed of Lake Bridgeport, north of Fort Worth, Texas",05/16/2013,05/14/2013, ,"Grass is growing on the exposed bed of Lake Bridgeport, which is 16.75 feet low.  The low level of the lake and others that hold supplies for Tarrant Regional Water District may lead to water restrictions in a few weeks when the district’s lakes fall to 75 percent of capacity.  The lakes were at 76 percent of capacity on May 14.  Fort Worth Star-Telegram (Texas), May 14, 2013","Plants & Wildlife, Water Supply & Quality","Wise County, TX",
28475,"Trees dying, homeowner watering landscaping plants in Fannin County, Texas",05/16/2013,05/11/2013,05/11/2013,We have been in a drought in North Texas for over 3 years; it has killed several of our pecan trees and a lot of shallow root trees. We have dead trees all along FM 1206.We have gotten some rain during the early spring but it just quit about 3 weeks ago. All the fronts that come through the rain goes south of us. I am watering garden and flowers and fruit trees to keep them alive. We have 2 katopa trees in our yard that are over 100 years and both of them have died.CoCoRaHS Report from Station #Savoy 5.3 NNE on 5/11/2013,"Agriculture, Plants & Wildlife","Fannin County, TX",
28446,"Low lake levels affecting fishing and boating in Montague County, Texas; drinking water quality deteriorating",05/14/2013,05/11/2013,05/11/2013,"May 11, 2013: The drought in Montague County since fall (2012) has lowered the lake levels to where boats are sitting on dirt...docks seem to be getting brittle due to their dryness. The regular fishing spots are dry and the mold has grown totally over the farm ponds that now just have water in the bottom area. Our drinking water over the last two months (March, April into May 2013) has a bad smell & is getting worse. We are boiling water & using filtering pitchers for drinking water.  Most grass & trees are green but brown grass is starting to show more over the last month. So far the fishing & boating recreation has been affected & the boating safety due to low water levels which bring the underwater trees, old wood decking etc. closer to the surface for boats to run into. The farm fields seem to be a bit dry at this time but not overdry so we still hope to get in fruits & veggies.CoCoRaHS Report from Station #Bowie 0.5 WSW on 5/11/2013","Agriculture, Plants & Wildlife, Society & Public Health, Tourism & Recreation, Water Supply & Quality","Montague County, TX, Bowie, TX",
28423,"Drought, late freezes slow crop growth, delay opening of farmers markets in Vernon and Wichita Falls, Texas",05/10/2013,05/07/2013,06/01/2013,"Drought and late freezes have delayed fruit and vegetable production and the opening of the farmers market in Vernon and Wichita Falls.  The farmers market in Vernon will delay its opening to June 1st instead of mid-May, while the farmers market in Wichita Falls will open on May 21 rather than on May 7.  KFDX-TV NBC 3 (Wichita Falls, Texas), May 7, 2013","Agriculture, Tourism & Recreation","Wichita County, TX, Wichita Falls, TX, Wilbarger County, TX, Vernon, TX",
28380,Rio Grande Regional Water Authority in Texas attempting to draw attention to water situation with Mexico,05/06/2013,05/01/2013, ,"The board members of the Rio Grande Regional Water Authority voted to use all available funds in the budget to organize and execute a media blitz to show the public and Congress that Mexico is disregarding the water treaty and is violating the treaty by constructing dams to withhold more water.  Meanwhile, the Rio Grande Valley in deep south Texas is headed toward an agricultural disaster for lack of water.  Brownsville Herald (Texas), May 1, 2013","Society & Public Health, Water Supply & Quality","Cameron County, TX, Hidalgo County, TX, Starr County, TX, Willacy County, TX",
28333,"Cotton farmers in the Rio Grande Valley in South Texas planted about half as much cotton as usual, due to drought, lack of irrigation water",04/26/2013,04/26/2013, ,"Farmers in the Rio Grande Valley planted an estimated 80,000 acres of cotton, down from the average 150,000 acres planted the last three years, due to drought and the lack of irrigation water.  Between 2004 and 2006, an average of 220,000 acres were planted in cotton in this area.  Most of the cotton in the dryland fields did not emerge from lack of moisture.  In some fields with irrigation, crop growth was slow despite preplant irrigation and a second irrigation.  The slow growth allows ample opportunity for pests to damage the crop, and insect pressure is expected to be more intense than usual this year, partly due to the lack of rain and irrigation water.  SeedQuest (Oakland, California), April 26, 2013","Agriculture, Water Supply & Quality","Cameron County, TX, Hidalgo County, TX, Starr County, TX, Willacy County, TX",
28332,"Utility poles fires cause power disruption in Cameron, Willacy and Hidalgo counties in south Texas",04/26/2013,04/24/2013, ,"More than 2,200 electric customers in Cameron County, 631 customers in Willacy County and 621 in Hidalgo County lost power on April 24 from fires atop utility poles.  The fires occur when rain moistens accumulated dust and debris atop the utility poles, and allows it to conduct electricity, igniting the wooden poles.  KGBT-TV CBS 4 Harlingen (Texas), April 24, 2013",Fire,"Cameron County, TX, Hidalgo County, TX, Willacy County, TX",
28330,The International Boundary and Water Commission releasing water from Amistad and Falcon reservoirs on the Rio Grande River to provide more water to the Lower Rio Grande Valley in Texas and also to Mex,04/26/2013,04/23/2013, ,"The International Boundary and Water Commission is releasing water from Amistad and Falcon reservoirs on the Rio Grande River to provide more water to the Lower Rio Grande Valley in Texas and also to Mexico.  The water releases from Amistad Lake will likely drop the level near a record low of 1,058 feet set in August 1998.  Amistad and Falcon reservoirs were at 34.7 percent of capacity as of April 22.  Brownsville Herald (Texas), April 23, 2013","Relief, Response & Restrictions, Water Supply & Quality","Cameron County, TX, Brownsville, TX, Hidalgo County, TX, Starr County, TX, Val Verde County, TX, Willacy County, TX, Zapata County, TX",
28331,Fewer pollinators and flowering plants in the Rio Grande Valley of Texas,04/26/2013,04/23/2013, ,"There are fewer pollinators and flowering plants in the Rio Grande Valley, due to drought, stated a park naturalist.  He also noted that all wildlife is adversely affected by the drought if plants are not doing well.  The pollinators should return when drought abates.  KRGV-TV Channel 5 Weslaco (Texas), April 23, 2013",Plants & Wildlife,"Cameron County, TX, Hidalgo County, TX, Starr County, TX, Willacy County, TX",
28354,Drought and cool temperatures slowed crop development in the Coastal Bend of Texas,05/01/2013,04/22/2013, ,"Drought and cool temperatures slowed crop development in the Coastal Bend of Texas.  Drovers Cattle Network (Kan.), April 30, 2013",Agriculture,"Aransas County, TX, Austin County, TX, Bee County, TX, Calhoun County, TX, Colorado County, TX, DeWitt County, TX, Fayette County, TX, Goliad County, TX, Jackson County, TX, Karnes County, TX, Lavaca County, TX, Matagorda County, TX, Nueces County, TX, Refugio County, TX, San Patricio County, TX, Victoria County, TX, Washington County, TX, Wharton County, TX",
28355,Some cow and calf producers in the Texas Panhandle finally liquidating their herds,05/01/2013,04/22/2013, ,"Some cow and calf producers in the Texas Panhandle held on as long as they could and were finally liquidating their herds.  Most rangeland and pastures were in very poor to poor condition.  Drovers Cattle Network (Kan.), April 30, 2013","Agriculture, Plants & Wildlife","Armstrong County, TX, Briscoe County, TX, Carson County, TX, Collingsworth County, TX, Dallam County, TX, Deaf Smith County, TX, Donley County, TX, Gray County, TX, Hall County, TX, Hansford County, TX, Hartley County, TX, Hemphill County, TX, Hutchinson County, TX, Lipscomb County, TX, Moore County, TX, Ochiltree County, TX, Oldham County, TX, Potter County, TX, Randall County, TX, Roberts County, TX, Sherman County, TX, Wheeler County, TX",
28321,Few wildflowers blooming in the Rio Grande Valley of Texas,04/23/2013,04/22/2013, ,"The Rio Grande Valley has very few wildflowers to admire this year since drought has left most of the seeds dormant.  An outdoor journalist who travels the Valley said, “This is the worst I have ever seen it this time of year here in Deep South Texas. We might have to wait until next year for wildflowers in the Valley.”  Normally, fields full of bluebonnets, Western primrose and other flowers would be in bloom at this time of year.  Brownsville Herald (Texas), April 22, 2013",Plants & Wildlife,"Cameron County, TX, Hidalgo County, TX, Starr County, TX, Willacy County, TX",
28317,The Lower Colorado River Authority began releasing water from the Highland Lakes to provide sufficient water for the threatened blue sucker,04/23/2013,04/22/2013,05/21/2013,"The Lower Colorado River Authority began releasing water from the Highland Lakes to provide sufficient water for the threatened blue sucker fish, which will be spawning over the next four weeks.  Spring rains below Austin usually bring enough water for spawning, which occurs on gravel-bottomed stretches of the Colorado River between Eagle Lake and Bastrop, but drought has reduced the flow.  The LCRA may release about 20,000 acre-feet of water during the next four weeks.  As of April 22, the combined storage in lakes Buchanan and Travis was 40 percent.  Low water levels in the Highland Lakes led to a second year of irrigation water being denied to rice farmers along the lower part of the Colorado River.  Austin American-Statesman (Texas), April 22, 2013","Plants & Wildlife, Relief, Response & Restrictions, Water Supply & Quality","Bastrop County, TX, Burnet County, TX, Colorado County, TX, Fayette County, TX, Llano County, TX, Travis County, TX",
28359,Livestock producers in Southwest Texas offered supplemental feed to their livestock and were selling cattle,05/01/2013,04/22/2013, ,"Livestock producers in Southwest Texas offered supplemental feed to their livestock and were selling cattle.  More rain was needed to boost rangeland production for the summer months.  Drovers Cattle Network (Kan.), April 30, 2013","Agriculture, Plants & Wildlife","Bandera County, TX, Bastrop County, TX, Bexar County, TX, Blanco County, TX, Caldwell County, TX, Comal County, TX, Edwards County, TX, Gillespie County, TX, Gonzales County, TX, Guadalupe County, TX, Hays County, TX, Kendall County, TX, Kerr County, TX, Kimble County, TX, Kinney County, TX, Medina County, TX, Real County, TX, Sutton County, TX, Travis County, TX, Uvalde County, TX, Wilson County, TX",
28360,Dry conditions drove cattle producers in West Central Texas to continue selling cattle,05/01/2013,04/22/2013, ,"Dry conditions drove cattle producers in West Central Texas to continue selling cattle as rangeland and pastures were in very poor condition.  Low soil moisture and cool temperatures hampered grass growth.  Increasing temperatures and drought will soon end the growth of cool season grasses and forbs.  Drovers Cattle Network (Kan.), April 30, 2013","Agriculture, Plants & Wildlife","Brown County, TX, Burnet County, TX, Callahan County, TX, Coke County, TX, Coleman County, TX, Concho County, TX, Fisher County, TX, Irion County, TX, Jones County, TX, Lampasas County, TX, Llano County, TX, Mason County, TX, McCulloch County, TX, Menard County, TX, Mills County, TX, Nolan County, TX, Runnels County, TX, San Saba County, TX, Schleicher County, TX, Shackelford County, TX, Sterling County, TX, Taylor County, TX, Tom Green County, TX",
28358,Many cotton growers in the South Plains of Texas pre-watered their fields,05/01/2013,04/22/2013, ,"Many cotton growers in the South Plains of Texas pre-watered their fields in advance of cotton planting, but the outlook for the crop is poor.  Livestock producers continued to offer supplemental feeding to their cattle.  Drovers Cattle Network (Kan.), April 30, 2013",Agriculture,"Bailey County, TX, Borden County, TX, Castro County, TX, Cochran County, TX, Crosby County, TX, Dawson County, TX, Floyd County, TX, Gaines County, TX, Garza County, TX, Hale County, TX, Hockley County, TX, Lamb County, TX, Lubbock County, TX, Lynn County, TX, Mitchell County, TX, Parmer County, TX, Scurry County, TX, Swisher County, TX, Terry County, TX, Yoakum County, TX",
28357,Drought continues to affect parts of South Texas,05/01/2013,04/22/2013, ,"Drought continues to affect parts of South Texas.  Cattle body condition scores In McMullen County were fair to poor and were deteriorating.  The majority of the row crops in Jim Wells County did not establish a stand.  Livestock producers in Webb County were burning the spines off prickly pear cactus for the cattle to eat.  Crop producers in Cameron County did not have adequate supplies of irrigation water.  Spring-planted dryland grain and cotton in Hidalgo County was decimated by drought, but fields with irrigation did better.  Crops in Willacy County failed without rainfall.  Drovers Cattle Network (Kan.), April 30, 2013","Agriculture, Water Supply & Quality","Cameron County, TX, Hidalgo County, TX, Jim Wells County, TX, McMullen County, TX, Webb County, TX, Willacy County, TX",
28356,Fewer livestock to graze wheat in Rolling Plains of Texas,05/01/2013,04/22/2013, ,"A late freeze damaged much wheat in the Rolling Plains of Texas.  Since drought led many producers to sell livestock, there were fewer cattle in the region to graze on the wheat.  Drovers Cattle Network (Kan.), April 30, 2013",Agriculture,"Archer County, TX, Baylor County, TX, Childress County, TX, Clay County, TX, Cottle County, TX, Dickens County, TX, Foard County, TX, Hardeman County, TX, Haskell County, TX, Jack County, TX, Kent County, TX, King County, TX, Knox County, TX, Montague County, TX, Motley County, TX, Palo Pinto County, TX, Parker County, TX, Stephens County, TX, Stonewall County, TX, Throckmorton County, TX, Wichita County, TX, Wilbarger County, TX, Wise County, TX, Young County, TX",
28300,"Trees still weakened from drought near Abilene, Texas were suffering from more disease problems than usual",04/18/2013,04/17/2013, ,"Trees still weakened from drought in the Abilene area were suffering from more disease problems than usual, noted a tree specialist.  Hypoxylon canker, a fungus that affects wounded or weakened trees, has been found among mainly red and post oaks.  The tree specialist anticipates that the drought weary trees will suffer from more insect infestations than usual in the near future.  Abilene Reporter-News (Texas), April 17, 2013",Plants & Wildlife,"Taylor County, TX",
28308,"Only 10 percent of the grain sorghum in Nueces County, Texas germinated",04/19/2013,04/16/2013, ,"Only 10 percent of the grain sorghum in Nueces County has germinated and is not expected to last long without rain.  The county has gotten just 2.5 inches of rain in the last six months, the least amount for this period since 1961.  KRIS-TV Corpus Christi (Texas), April 16, 2013",Agriculture,"Nueces County, TX",
28253,"Concho County, Texas, producer has to clean air filter every day",04/08/2013,04/08/2013, ,"I had a producer who is in the center of Concho County (part that received the big rainfall last September 2012) [who said] that he has to blow out his air filter on his Honda Mule ATV each day after checking and feeding livestock. He has only the regular rangeland acreage of grass, mesquite and prickly pear so that indicates a huge photo to me of just how much grass cover has died and has been lost due to prolonged drought. Just had to pass it on since it was new way to me to explain drought. Submitted April 8, 2013, by Daniel J. Lange, CED, Concho-Menard County FSA","Agriculture, Society & Public Health","Concho County, TX",
28413,"Water restrictions continued in Cameron County, Texas; purple martins affected",05/09/2013,04/08/2013,04/08/2013,"Continued water restrictions, lots of dead grass leading to blowing dirt and impacting air quality.  Plus so far it seems it is affecting how many purple Martins are returning; the count is down in my area about 80%, Some farmers can irrigate, but others can't. One city is reporting deteriorating water quality.CoCoRaHS Report from Station #Brownsville 6.4 WNW on 4/8/2013","Agriculture, Plants & Wildlife, Relief, Response & Restrictions, Society & Public Health, Water Supply & Quality","Cameron County, TX, Brownsville, TX",
28326,"Dry conditions lead to water conservation measures, outside fire ban in Nueces County, Texas",04/25/2013,04/06/2013,04/06/2013,"My island city has been dry for so long that grasses are being displaced by weeds, an outside fire ban is in effect, and the inland lakes require an area water conservation. All water usage is for health and necessity, drinking water is from grocery stores, convenience outlets.CoCoRaHS Report from Station #Port Aransas 1.3 ENE on 4/6/2013","Fire, Relief, Response & Restrictions, Society & Public Health, Water Supply & Quality","Nueces County, TX",
28259,Low level of Medina Lake in Texas offers clean-up opportunity,04/08/2013,04/05/2013, ,"The falling level of Medina Lake has exposed plenty of rusty 55-gallon drums, a Jeep, a hot tub and other debris.  Residents around the lake intend to take advantage of the low water level to clean up trash around Medina Lake just like they clean up Medina River each year.  One resident on the lake paid to have 52 exposed drums removed from the lake in 2012, but the receding water level has revealed another 30 drums.  The lake was at 6.5 percent of capacity.  San Antonio Express-News (Texas), April 5, 2013","Society & Public Health, Water Supply & Quality","Bandera County, TX, Medina County, TX",
30145,"Agriculture showing effects of continued drought in Young County, Texas",03/03/2014,04/01/2013,02/24/2014,"Young County is still suffering the effects of numerous years worth of low rainfall, unseasonal high temperatures, very high winds and drought.  Ranchers in the area have been forced to suspend cattle-on-the-gain activities as well as reduce stocking rates by as much as 60-70% of normal. Native and improved pastures have seen very little growth of grass over the last 4 years and ranchers are facing a 1:140 cow-to-acre ratio to provide adequate nutrition along with their supplemental feeding regiment.  Fall-seeded row crops (wheat) usually provide significant fall grazing within the county, but due to lack of moisture, crop growth has been stifled and grazing acres have been cut short.  Ranchers have stated that if no significant rain comes in the next two months, cattle numbers will again take a dive.  Farmers are being forced to decide whether to gamble paying the cost of land preparation, seed, and fertilizer for the upcoming spring planting season in the case that rain continues to evade the county.  The burn ban has been reinstated, and red flag days have been common as the temperature rises.  Lakes levels are teetering at 50% and water usage for private as well as agricultural use is being limited.","Agriculture, Fire, Plants & Wildlife, Water Supply & Quality","Young County, TX",
